7.900000000000000000e+02,2.614673315812035201e-02,2.576614498725256913e-04,1.134872705542232474e+01
8.000000000000000000e+02,2.601580114352739295e-02,2.538902698951879555e-04,1.135039514245767123e+01
8.100000000000000000e+02,2.588864886971231280e-02,2.502258349770719375e-04,1.135202171865587495e+01
8.200000000000000000e+02,2.576511690203298413e-02,2.466641733429968662e-04,1.135360843204644787e+01
8.300000000000000000e+02,2.564505326919270731e-02,2.432035427609556956e-04,1.135515677425807723e+01
8.400000000000000000e+02,2.552831078566521542e-02,2.398447825287435616e-04,1.135666811768665063e+01
8.500000000000000000e+02,2.541474458285327212e-02,2.365908673711806674e-04,1.135814375307853830e+01
8.600000000000000000e+02,2.530421051302352703e-02,2.334458425975588492e-04,1.135958492278860099e+01
8.700000000000000000e+02,2.519656480203345469e-02,2.304134445032758529e-04,1.136099284641616514e+01
8.800000000000000000e+02,2.509166498542381510e-02,2.274957595127986040e-04,1.136236873753001220e+01
8.900000000000000000e+02,2.498937185679617548e-02,2.246922251228133179e-04,1.136371381211713683e+01
9.000000000000000000e+02,2.488955196229598182e-02,2.219991563792369387e-04,1.136502929063530942e+01
9.100000000000000000e+02,2.479208011252818922e-02,2.194098510112135378e-04,1.136631639591704612e+01
9.200000000000000000e+02,2.469684142833929175e-02,2.169152220325623723e-04,1.136757634884837209e+01
9.300000000000000000e+02,2.460373255212956745e-02,2.145048296719162572e-04,1.136881036306331083e+01
9.400000000000000000e+02,2.451266181773144662e-02,2.121681206395457356e-04,1.137001963924793202e+01
9.500000000000000000e+02,2.442354836735354320e-02,2.098956326270699064e-04,1.137120535920009523e+01
9.600000000000000000e+02,2.433632041248524544e-02,2.076799100130352518e-04,1.137236867958272946e+01
9.700000000000000000e+02,2.425091301331385243e-02,2.055159315877343358e-04,1.137351072525892626e+01
9.800000000000000000e+02,2.416726584275774928e-02,2.034009756504093506e-04,1.137463258212182993e+01
9.900000000000000000e+02,2.408532136849086264e-02,2.013340066493125911e-04,1.137573528939575951e+01
