0.000000000000000000e+00,1.991197936895097387e+00,1.648033466207941833e-02,9.172943079176775427e+00
1.000000000000000000e+01,1.484676545900935452e+00,1.421142297504455511e-02,9.186839727499638286e+00
2.000000000000000000e+01,1.187560557746487166e+00,1.011866793280582870e-02,9.303652939768392471e+00
3.000000000000000000e+01,1.028665708236693455e+00,7.782811345364217849e-03,9.432249340429521567e+00
4.000000000000000000e+01,9.277062239254946219e-01,6.442777589250684930e-03,9.543231189438571960e+00
5.000000000000000000e+01,8.557247395061139406e-01,5.561619701748289971e-03,9.632961787269683995e+00
6.000000000000000000e+01,7.997250979493291112e-01,5.070102003731682440e-03,9.704951141188617569e+00
7.000000000000000000e+01,7.482653028621077951e-01,5.246105413474547174e-03,9.765885281817924479e+00
8.000000000000000000e+01,6.835845799946437262e-01,6.310664737445383088e-03,9.827123984984304172e+00
9.000000000000000000e+01,5.889709829200848734e-01,7.368243998177653395e-03,9.903796180200645338e+00
1.000000000000000000e+02,4.784367849158321362e-01,7.318016610880329065e-03,1.000179076988739979e+01
1.100000000000000000e+02,3.811237816279017809e-01,6.545769571604962908e-03,1.011033764003334312e+01
1.200000000000000000e+02,3.061617525867526557e-01,5.696834673336953481e-03,1.021733253209634285e+01
1.300000000000000000e+02,2.503513310925970514e-01,4.891378492376987318e-03,1.031677811873997364e+01
1.400000000000000000e+02,2.087266651039277054e-01,4.245571308757621100e-03,1.040718285676298294e+01
1.500000000000000000e+02,1.772179993155279243e-01,3.721835931242604457e-03,1.048880357242147277e+01
1.600000000000000000e+02,1.528835883872411150e-01,3.293269770370201369e-03,1.056255142033979588e+01
1.700000000000000000e+02,1.337293927963437989e-01,2.928806166712031277e-03,1.062928285922902027e+01
1.800000000000000000e+02,1.184188052806032371e-01,2.635244127431049348e-03,1.068968644200333706e+01
1.900000000000000000e+02,1.059864721117727143e-01,2.377744168773004898e-03,1.074444319840745443e+01
2.000000000000000000e+02,9.577295558439527512e-02,2.161078512587098939e-03,1.079400995726574664e+01
2.100000000000000000e+02,8.731444668560348066e-02,2.006398450683189935e-03,1.083884811403463111e+01
2.200000000000000000e+02,8.022613381405160893e-02,1.805767018977597060e-03,1.087937390612698785e+01
2.300000000000000000e+02,7.428601268320257633e-02,1.666512660251159286e-03,1.091598618421501143e+01
2.400000000000000000e+02,6.923255682939841171e-02,1.541023750786596610e-03,1.094902337804431092e+01
2.500000000000000000e+02,6.493394129433854856e-02,1.423938409238752938e-03,1.097886766593379626e+01
2.600000000000000000e+02,6.124544045647891538e-02,1.321378281345083738e-03,1.100585583367147002e+01
2.700000000000000000e+02,5.805997674250691631e-02,1.229900555263096487e-03,1.103028995369293952e+01
2.800000000000000000e+02,5.529094531863362055e-02,1.148444283629423534e-03,1.105244263010464856e+01
2.900000000000000000e+02,5.286784232097815894e-02,1.076005409183047141e-03,1.107255992049139159e+01
3.000000000000000000e+02,5.073286732789625969e-02,1.011269127935559035e-03,1.109086497975092556e+01
3.100000000000000000e+02,4.883930899672660197e-02,9.529827095779684360e-04,1.110755903321081739e+01
3.200000000000000000e+02,4.715048580860562583e-02,8.999211902810886612e-04,1.112282128801578018e+01
3.300000000000000000e+02,4.563739775399865833e-02,8.513514859443512472e-04,1.113680927533312826e+01
3.400000000000000000e+02,4.427571060367983119e-02,8.071182707390009946e-04,1.114966090397560805e+01
3.500000000000000000e+02,4.304413311829818900e-02,7.672423093436454367e-04,1.116149771398556823e+01
3.600000000000000000e+02,4.192439919600259024e-02,7.314930592911598160e-04,1.117242763758170909e+01
3.700000000000000000e+02,4.090155821744322767e-02,6.991232036156071845e-04,1.118254624236263339e+01
3.800000000000000000e+02,3.996378902321907206e-02,6.696160442991148801e-04,1.119193770995173232e+01
3.900000000000000000e+02,3.910155849723173649e-02,6.424931553956921395e-04,1.120067630184489715e+01
4.000000000000000000e+02,3.830666241562971641e-02,6.173611095890137266e-04,1.120882755593509117e+01
4.100000000000000000e+02,3.757165544549138231e-02,5.941686865791422339e-04,1.121644978562465944e+01
4.200000000000000000e+02,3.688970933254241691e-02,5.728663147845729740e-04,1.122359526263340435e+01
4.300000000000000000e+02,3.625470927660404130e-02,5.533206022619563923e-04,1.123031093652544143e+01
4.400000000000000000e+02,3.566135927461838023e-02,5.353277888787540345e-04,1.123663887115129434e+01
4.500000000000000000e+02,3.510520815122056271e-02,5.186525385509519696e-04,1.124261655776142099e+01
4.600000000000000000e+02,3.458258064104632878e-02,5.030728579562764686e-04,1.124827723766670040e+01
4.700000000000000000e+02,3.409043813744387641e-02,4.884107054859845127e-04,1.125365028468541873e+01
4.800000000000000000e+02,3.362622395256389951e-02,4.745346319841473948e-04,1.125876159566310086e+01
4.900000000000000000e+02,3.318774462561081828e-02,4.613425230670130991e-04,1.126363389831475104e+01
5.000000000000000000e+02,3.277309772993759751e-02,4.487485915557582155e-04,1.126828695258589086e+01
5.100000000000000000e+02,3.238061523502526462e-02,4.366902141707938874e-04,1.127273772976868749e+01
5.200000000000000000e+02,3.200879014426177144e-02,4.251450125378543636e-04,1.127700069421276829e+01
5.300000000000000000e+02,3.165619114627647029e-02,4.141339463789450053e-04,1.128108824184476333e+01
5.400000000000000000e+02,3.132140209432587863e-02,4.036996938073613198e-04,1.128501122547888080e+01
5.500000000000000000e+02,3.100301372078486523e-02,3.938750735076842254e-04,1.128877942699550907e+01
5.600000000000000000e+02,3.069965878399295162e-02,3.846627736878233594e-04,1.129240187264868567e+01
5.700000000000000000e+02,3.041006010975808027e-02,3.760331349255401513e-04,1.129588697807152542e+01
5.800000000000000000e+02,3.013306694845614003e-02,3.679331338393817727e-04,1.129924257388391773e+01
5.900000000000000000e+02,2.986767149969497132e-02,3.602979271423794542e-04,1.130247587496976180e+01
6.000000000000000000e+02,2.961300786112140357e-02,3.530612423687536474e-04,1.130559344017004797e+01
6.100000000000000000e+02,2.936833719291873437e-02,3.461650778618771598e-04,1.130860115397573828e+01
6.200000000000000000e+02,2.913302126549887142e-02,3.395688148532166931e-04,1.131150425617383348e+01
6.300000000000000000e+02,2.890648833811436044e-02,3.332541110877395977e-04,1.131430743677773343e+01
6.400000000000000000e+02,2.868820102700416624e-02,3.272206613457532003e-04,1.131701498864732791e+01
6.500000000000000000e+02,2.847763841967294179e-02,3.214731056516362197e-04,1.131963097791214956e+01
6.600000000000000000e+02,2.827429831618862022e-02,3.160063487836371407e-04,1.132215937925946747e+01
6.700000000000000000e+02,2.807771435493288531e-02,3.107974144101731417e-04,1.132460414238375890e+01
6.800000000000000000e+02,2.788747625311280287e-02,3.058065720908961327e-04,1.132696919129703694e+01
6.900000000000000000e+02,2.770324279632411721e-02,3.009851577931031610e-04,1.132925838393529183e+01
7.000000000000000000e+02,2.752474269454336167e-02,2.962858482182803631e-04,1.133147546453435339e+01
7.100000000000000000e+02,2.735176358254416684e-02,2.916718712151388426e-04,1.133362403087065573e+01
7.200000000000000000e+02,2.718413287804077871e-02,2.871226971731898449e-04,1.133570752307880447e+01
7.300000000000000000e+02,2.702169611704166932e-02,2.826348179978961216e-04,1.133772922815842321e+01
7.400000000000000000e+02,2.686429864335789994e-02,2.782177744849406264e-04,1.133969228826294717e+01
7.500000000000000000e+02,2.671177478734808319e-02,2.738873827313679219e-04,1.134159970200182777e+01
7.600000000000000000e+02,2.656394547916559115e-02,2.696590260792691165e-04,1.134345431405192706e+01
7.700000000000000000e+02,2.642062221330895161e-02,2.655432569725323121e-04,1.134525879545093296e+01
7.800000000000000000e+02,2.628161385624649959e-02,2.615443924013331626e-04,1.134701562154973509e+01
